date,name,category,value
"Feb 28, 2022","Education, Skills & Competecies",FMCG,367
"Feb 28, 2022",Climate Change & Resilience,Electronics,361
"Feb 28, 2022",Pollution,Financial Services,443
"Feb 28, 2022",Natural Capital Use and Managment,Automotive,160
"Feb 28, 2022",Demographics,Beverages,88
"Feb 28, 2022",Urbanization and Smart Cities,Technology,291
"Feb 28, 2022",COVID-nineteen,Business Services,365
"Mar 1, 2022",Public Health,Technology,102
"Mar 1, 2022",Environment,Technology,30
"Mar 1, 2022",Equitable Access to Environmental Goods,Diversified,347
"Mar 1, 2022",Social Welfare,Automotive,358
"Mar 1, 2022",Politics and Global Governance,Media,293
"Mar 1, 2022","Economy, Trade and Investment",Restaurants,66
"Mar 1, 2022","Digital Governance, Privacy and Technology",Telecommunications,456
"Mar 1, 2022",Media and Public Opinion,Tobacco,285
"Mar 1, 2022",Inclusive Development and Human Rights,Automotive,222
"Mar 1, 2022",Employment & Social Development,Electronics,307
"Mar 1, 2022","Education, Skills & Competecies",Business Services,383
"Mar 1, 2022",Climate Change & Resilience,Automotive,189
"Mar 1, 2022",Pollution,Financial Services,173
"Mar 1, 2022",Natural Capital Use and Managment,FMCG,313
"Mar 1, 2022",Demographics,Electronics,240
"Mar 1, 2022",Urbanization and Smart Cities,Financial Services,127
"Mar 1, 2022",COVID-nineteen,Automotive,89
"Mar 2, 2022",Public Health,Beverages,483
"Mar 2, 2022",Environment,Technology,239
"Mar 2, 2022",Equitable Access to Environmental Goods,Business Services,79
"Mar 2, 2022",Social Welfare,Technology,412
"Mar 2, 2022",Politics and Global Governance,Technology,455
"Mar 2, 2022","Economy, Trade and Investment",Diversified,421
"Mar 2, 2022","Digital Governance, Privacy and Technology",Automotive,235
"Mar 2, 2022",Media and Public Opinion,Media,235
"Mar 2, 2022",Inclusive Development and Human Rights,Restaurants,311
"Mar 2, 2022",Employment & Social Development,Telecommunications,271
"Mar 2, 2022","Education, Skills & Competecies",Tobacco,316
"Mar 2, 2022",Climate Change & Resilience,Automotive,282
"Mar 2, 2022",Pollution,Electronics,166
"Mar 2, 2022",Natural Capital Use and Managment,Business Services,295
"Mar 2, 2022",Demographics,Automotive,24
"Mar 2, 2022",Urbanization and Smart Cities,Financial Services,388
"Mar 2, 2022",COVID-nineteen,FMCG,258
"Mar 3, 2022",Public Health,Electronics,236
"Mar 3, 2022",Environment,Financial Services,487
"Mar 3, 2022",Equitable Access to Environmental Goods,Automotive,205
"Mar 3, 2022",Social Welfare,Beverages,78
"Mar 3, 2022",Politics and Global Governance,Technology,59
"Mar 3, 2022","Economy, Trade and Investment",Business Services,274
"Mar 3, 2022","Digital Governance, Privacy and Technology",Technology,441
"Mar 3, 2022",Media and Public Opinion,Technology,101
"Mar 3, 2022",Inclusive Development and Human Rights,Diversified,190
"Mar 3, 2022",Employment & Social Development,Automotive,357
"Mar 3, 2022","Education, Skills & Competecies",Media,412
"Mar 3, 2022",Climate Change & Resilience,Restaurants,215
"Mar 3, 2022",Pollution,Telecommunications,422
"Mar 3, 2022",Natural Capital Use and Managment,Tobacco,498
"Mar 3, 2022",Demographics,Automotive,50
"Mar 3, 2022",Urbanization and Smart Cities,Electronics,150
"Mar 3, 2022",COVID-nineteen,Business Services,410
"Mar 4, 2022",Public Health,Automotive,366
"Mar 4, 2022",Environment,Financial Services,99
"Mar 4, 2022",Equitable Access to Environmental Goods,FMCG,45
"Mar 4, 2022",Social Welfare,Electronics,53
"Mar 4, 2022",Politics and Global Governance,Financial Services,164
"Mar 4, 2022","Economy, Trade and Investment",Automotive,497
"Mar 4, 2022","Digital Governance, Privacy and Technology",Beverages,326
"Mar 4, 2022",Media and Public Opinion,Technology,278
"Mar 4, 2022",Inclusive Development and Human Rights,Business Services,288
"Mar 4, 2022",Employment & Social Development,Technology,47
"Mar 4, 2022","Education, Skills & Competecies",Technology,483
"Mar 4, 2022",Climate Change & Resilience,Diversified,260
"Mar 4, 2022",Pollution,Automotive,211
"Mar 4, 2022",Natural Capital Use and Managment,Media,71
"Mar 4, 2022",Demographics,Restaurants,171
"Mar 4, 2022",Urbanization and Smart Cities,Telecommunications,71
"Mar 4, 2022",COVID-nineteen,Tobacco,439
"Mar 5, 2022",Public Health,Automotive,286
"Mar 5, 2022",Environment,Electronics,167
"Mar 5, 2022",Equitable Access to Environmental Goods,Business Services,436
"Mar 5, 2022",Social Welfare,Automotive,414
"Mar 5, 2022",Politics and Global Governance,Financial Services,338
"Mar 5, 2022","Economy, Trade and Investment",FMCG,70
"Mar 5, 2022","Digital Governance, Privacy and Technology",Electronics,44
"Mar 5, 2022",Media and Public Opinion,Financial Services,385
"Mar 5, 2022",Inclusive Development and Human Rights,Automotive,338
"Mar 5, 2022",Employment & Social Development,Beverages,56
"Mar 5, 2022","Education, Skills & Competecies",Technology,149
"Mar 5, 2022",Climate Change & Resilience,Business Services,334
"Mar 5, 2022",Pollution,Technology,367
"Mar 5, 2022",Natural Capital Use and Managment,Technology,261
"Mar 5, 2022",Demographics,Diversified,26
"Mar 5, 2022",Urbanization and Smart Cities,Automotive,245
"Mar 5, 2022",COVID-nineteen,Media,113
"Mar 6, 2022",Public Health,Restaurants,235
"Mar 6, 2022",Environment,Telecommunications,310
"Mar 6, 2022",Equitable Access to Environmental Goods,Tobacco,138
"Mar 6, 2022",Social Welfare,Automotive,345
"Mar 6, 2022",Politics and Global Governance,Electronics,100
"Mar 6, 2022","Economy, Trade and Investment",Business Services,423
"Mar 6, 2022","Digital Governance, Privacy and Technology",Automotive,251
"Mar 6, 2022",Media and Public Opinion,Financial Services,103
"Mar 6, 2022",Inclusive Development and Human Rights,FMCG,345
"Mar 6, 2022",Employment & Social Development,Electronics,306
"Mar 6, 2022","Education, Skills & Competecies",Financial Services,121
"Mar 6, 2022",Climate Change & Resilience,Automotive,89
"Mar 6, 2022",Pollution,Beverages,134
"Mar 6, 2022",Natural Capital Use and Managment,Technology,385
"Mar 6, 2022",Demographics,Business Services,88
"Mar 6, 2022",Urbanization and Smart Cities,Technology,134
"Mar 6, 2022",COVID-nineteen,Technology,267
"Mar 7, 2022",Public Health,Diversified,128
"Mar 7, 2022",Environment,Automotive,270
"Mar 7, 2022",Equitable Access to Environmental Goods,Media,172
"Mar 7, 2022",Social Welfare,Restaurants,97
"Mar 7, 2022",Politics and Global Governance,Telecommunications,42
"Mar 7, 2022","Economy, Trade and Investment",Tobacco,129
"Mar 7, 2022","Digital Governance, Privacy and Technology",Automotive,387
"Mar 7, 2022",Media and Public Opinion,Electronics,206
"Mar 7, 2022",Inclusive Development and Human Rights,Business Services,278
"Mar 7, 2022",Employment & Social Development,Automotive,374
"Mar 7, 2022","Education, Skills & Competecies",Financial Services,63
"Mar 7, 2022",Climate Change & Resilience,FMCG,429
"Mar 7, 2022",Pollution,Electronics,405
"Mar 7, 2022",Natural Capital Use and Managment,Financial Services,103
"Mar 7, 2022",Demographics,Automotive,335
"Mar 7, 2022",Urbanization and Smart Cities,Beverages,424
"Mar 7, 2022",COVID-nineteen,Technology,79
"Mar 8, 2022",Public Health,Business Services,357
"Mar 8, 2022",Environment,Technology,293
"Mar 8, 2022",Equitable Access to Environmental Goods,Technology,181
"Mar 8, 2022",Social Welfare,Diversified,381
"Mar 8, 2022",Politics and Global Governance,Automotive,428
"Mar 8, 2022","Economy, Trade and Investment",Media,24
"Mar 8, 2022","Digital Governance, Privacy and Technology",Restaurants,477
"Mar 8, 2022",Media and Public Opinion,Telecommunications,393
"Mar 8, 2022",Inclusive Development and Human Rights,Tobacco,116
"Mar 8, 2022",Employment & Social Development,Automotive,381
"Mar 8, 2022","Education, Skills & Competecies",Electronics,116
"Mar 8, 2022",Climate Change & Resilience,Business Services,130
"Mar 8, 2022",Pollution,Automotive,57
"Mar 8, 2022",Natural Capital Use and Managment,Financial Services,74
"Mar 8, 2022",Demographics,FMCG,373
"Mar 8, 2022",Urbanization and Smart Cities,Electronics,77
"Mar 8, 2022",COVID-nineteen,Financial Services,234
"Mar 9, 2022",Public Health,Automotive,269
"Mar 9, 2022",Environment,Beverages,261
"Mar 9, 2022",Equitable Access to Environmental Goods,Technology,351
"Mar 9, 2022",Social Welfare,Business Services,175
"Mar 9, 2022",Politics and Global Governance,Technology,252
"Mar 9, 2022","Economy, Trade and Investment",Technology,385
"Mar 9, 2022","Digital Governance, Privacy and Technology",Diversified,116
"Mar 9, 2022",Media and Public Opinion,Automotive,200
"Mar 9, 2022",Inclusive Development and Human Rights,Media,122
"Mar 9, 2022",Employment & Social Development,Restaurants,486
"Mar 9, 2022","Education, Skills & Competecies",Telecommunications,229
"Mar 9, 2022",Climate Change & Resilience,Tobacco,118
"Mar 9, 2022",Pollution,Automotive,450
"Mar 9, 2022",Natural Capital Use and Managment,Electronics,244
"Mar 9, 2022",Demographics,Business Services,175
"Mar 9, 2022",Urbanization and Smart Cities,Automotive,80
"Mar 9, 2022",COVID-nineteen,Financial Services,226
"Mar 10, 2022",Public Health,FMCG,320
"Mar 10, 2022",Environment,Electronics,238
"Mar 10, 2022",Equitable Access to Environmental Goods,Financial Services,403
"Mar 10, 2022",Social Welfare,Automotive,322
"Mar 10, 2022",Politics and Global Governance,Beverages,474
"Mar 10, 2022","Economy, Trade and Investment",Technology,332
"Mar 10, 2022","Digital Governance, Privacy and Technology",Business Services,115
"Mar 10, 2022",Media and Public Opinion,Technology,411
"Mar 10, 2022",Inclusive Development and Human Rights,Technology,110
"Mar 10, 2022",Employment & Social Development,Diversified,251
"Mar 10, 2022","Education, Skills & Competecies",Automotive,431
"Mar 10, 2022",Climate Change & Resilience,Media,195
"Mar 10, 2022",Pollution,Restaurants,71
"Mar 10, 2022",Natural Capital Use and Managment,Telecommunications,184
"Mar 10, 2022",Demographics,Tobacco,69
"Mar 10, 2022",Urbanization and Smart Cities,Automotive,497
"Mar 10, 2022",COVID-nineteen,Electronics,440
"Mar 11, 2022",Public Health,Business Services,358
"Mar 11, 2022",Environment,Automotive,219
"Mar 11, 2022",Equitable Access to Environmental Goods,Financial Services,236
"Mar 11, 2022",Social Welfare,FMCG,296
"Mar 11, 2022",Politics and Global Governance,Electronics,133
"Mar 11, 2022","Economy, Trade and Investment",Financial Services,295
"Mar 11, 2022","Digital Governance, Privacy and Technology",Automotive,459
"Mar 11, 2022",Media and Public Opinion,Beverages,235
"Mar 11, 2022",Inclusive Development and Human Rights,Technology,379
"Mar 11, 2022",Employment & Social Development,Business Services,227
"Mar 11, 2022","Education, Skills & Competecies",Technology,258
"Mar 11, 2022",Climate Change & Resilience,Technology,348
"Mar 11, 2022",Pollution,Diversified,194
"Mar 11, 2022",Natural Capital Use and Managment,Automotive,320
"Mar 11, 2022",Demographics,Media,138
"Mar 11, 2022",Urbanization and Smart Cities,Restaurants,330
"Mar 11, 2022",COVID-nineteen,Telecommunications,424
"Mar 12, 2022",Public Health,Tobacco,209
"Mar 12, 2022",Environment,Automotive,257
"Mar 12, 2022",Equitable Access to Environmental Goods,Electronics,218
"Mar 12, 2022",Social Welfare,Business Services,400
"Mar 12, 2022",Politics and Global Governance,Automotive,27
"Mar 12, 2022","Economy, Trade and Investment",Financial Services,305
"Mar 12, 2022","Digital Governance, Privacy and Technology",FMCG,181
"Mar 12, 2022",Media and Public Opinion,Electronics,160
"Mar 12, 2022",Inclusive Development and Human Rights,Financial Services,59
"Mar 12, 2022",Employment & Social Development,Automotive,472
"Mar 12, 2022","Education, Skills & Competecies",Beverages,105
"Mar 12, 2022",Climate Change & Resilience,Technology,305
"Mar 12, 2022",Pollution,Business Services,452
"Mar 12, 2022",Natural Capital Use and Managment,Technology,347
"Mar 12, 2022",Demographics,Technology,29
"Mar 12, 2022",Urbanization and Smart Cities,Diversified,350
"Mar 12, 2022",COVID-nineteen,Automotive,448
"Mar 13, 2022",Public Health,Media,325
"Mar 13, 2022",Environment,Restaurants,387
"Mar 13, 2022",Equitable Access to Environmental Goods,Telecommunications,470
"Mar 13, 2022",Social Welfare,Tobacco,375
"Mar 13, 2022",Politics and Global Governance,Automotive,396
"Mar 13, 2022","Economy, Trade and Investment",Electronics,287
"Mar 13, 2022","Digital Governance, Privacy and Technology",Business Services,236
"Mar 13, 2022",Media and Public Opinion,Automotive,212
"Mar 13, 2022",Inclusive Development and Human Rights,Financial Services,92
"Mar 13, 2022",Employment & Social Development,FMCG,430
"Mar 13, 2022","Education, Skills & Competecies",Electronics,294
"Mar 13, 2022",Climate Change & Resilience,Financial Services,394
"Mar 13, 2022",Pollution,Automotive,27
"Mar 13, 2022",Natural Capital Use and Managment,Beverages,111
"Mar 13, 2022",Demographics,Technology,329
"Mar 13, 2022",Urbanization and Smart Cities,Business Services,79
"Mar 13, 2022",COVID-nineteen,Technology,95
"Mar 14, 2022",Public Health,Technology,459
"Mar 14, 2022",Environment,Diversified,140
"Mar 14, 2022",Equitable Access to Environmental Goods,Automotive,309
"Mar 14, 2022",Social Welfare,Media,169
"Mar 14, 2022",Politics and Global Governance,Restaurants,157
"Mar 14, 2022","Economy, Trade and Investment",Telecommunications,109
"Mar 14, 2022","Digital Governance, Privacy and Technology",Tobacco,311
"Mar 14, 2022",Media and Public Opinion,Automotive,47
"Mar 14, 2022",Inclusive Development and Human Rights,Electronics,218
"Mar 14, 2022",Employment & Social Development,Business Services,416
"Mar 14, 2022","Education, Skills & Competecies",Automotive,315
"Mar 14, 2022",Climate Change & Resilience,Financial Services,91
"Mar 14, 2022",Pollution,FMCG,187
"Mar 14, 2022",Natural Capital Use and Managment,Electronics,426
"Mar 14, 2022",Demographics,Financial Services,152
"Mar 14, 2022",Urbanization and Smart Cities,Automotive,334
"Mar 14, 2022",COVID-nineteen,Beverages,321
"Mar 15, 2022",Public Health,Technology,47
"Mar 15, 2022",Environment,Business Services,244
"Mar 15, 2022",Equitable Access to Environmental Goods,Technology,207
"Mar 15, 2022",Social Welfare,Technology,122
"Mar 15, 2022",Politics and Global Governance,Diversified,344
"Mar 15, 2022","Economy, Trade and Investment",Automotive,393
"Mar 15, 2022","Digital Governance, Privacy and Technology",Media,401
"Mar 15, 2022",Media and Public Opinion,Restaurants,254
"Mar 15, 2022",Inclusive Development and Human Rights,Telecommunications,217
"Mar 15, 2022",Employment & Social Development,Tobacco,376
"Mar 15, 2022","Education, Skills & Competecies",Automotive,398
"Mar 15, 2022",Climate Change & Resilience,Electronics,267
"Mar 15, 2022",Pollution,Business Services,400
"Mar 15, 2022",Natural Capital Use and Managment,Automotive,331
"Mar 15, 2022",Demographics,Financial Services,116
"Mar 15, 2022",Urbanization and Smart Cities,FMCG,142
"Mar 15, 2022",COVID-nineteen,Electronics,179
"Mar 16, 2022",Public Health,Financial Services,234
"Mar 16, 2022",Environment,Automotive,23
"Mar 16, 2022",Equitable Access to Environmental Goods,Beverages,402
"Mar 16, 2022",Social Welfare,Technology,314
"Mar 16, 2022",Politics and Global Governance,Business Services,297
"Mar 16, 2022","Economy, Trade and Investment",Technology,482
"Mar 16, 2022","Digital Governance, Privacy and Technology",Technology,482
"Mar 16, 2022",Media and Public Opinion,Diversified,409
"Mar 16, 2022",Inclusive Development and Human Rights,Automotive,74
"Mar 16, 2022",Employment & Social Development,Media,138
"Mar 16, 2022","Education, Skills & Competecies",Restaurants,429
"Mar 16, 2022",Climate Change & Resilience,Telecommunications,491
"Mar 16, 2022",Pollution,Tobacco,313
"Mar 16, 2022",Natural Capital Use and Managment,Automotive,189
"Mar 16, 2022",Demographics,Electronics,454
"Mar 16, 2022",Urbanization and Smart Cities,Business Services,121
"Mar 16, 2022",COVID-nineteen,Automotive,285
"Mar 17, 2022",Public Health,Financial Services,388
"Mar 17, 2022",Environment,FMCG,126
"Mar 17, 2022",Equitable Access to Environmental Goods,Electronics,398
"Mar 17, 2022",Social Welfare,Financial Services,32
"Mar 17, 2022",Politics and Global Governance,Automotive,489
"Mar 17, 2022","Economy, Trade and Investment",Beverages,322
"Mar 17, 2022","Digital Governance, Privacy and Technology",Technology,347
"Mar 17, 2022",Media and Public Opinion,Business Services,297
"Mar 17, 2022",Inclusive Development and Human Rights,Technology,471
"Mar 17, 2022",Employment & Social Development,Technology,449
"Mar 17, 2022","Education, Skills & Competecies",Diversified,29
"Mar 17, 2022",Climate Change & Resilience,Automotive,401
"Mar 17, 2022",Pollution,Media,226
"Mar 17, 2022",Natural Capital Use and Managment,Restaurants,114
"Mar 17, 2022",Demographics,Telecommunications,317
"Mar 17, 2022",Urbanization and Smart Cities,Tobacco,129
"Mar 17, 2022",COVID-nineteen,Automotive,324
"Mar 18, 2022",Public Health,Electronics,302
"Mar 18, 2022",Environment,Business Services,194
"Mar 18, 2022",Equitable Access to Environmental Goods,Automotive,387
"Mar 18, 2022",Social Welfare,Financial Services,464
"Mar 18, 2022",Politics and Global Governance,FMCG,344
"Mar 18, 2022","Economy, Trade and Investment",Electronics,495
"Mar 18, 2022","Digital Governance, Privacy and Technology",Financial Services,167
"Mar 18, 2022",Media and Public Opinion,Automotive,29
"Mar 18, 2022",Inclusive Development and Human Rights,Beverages,154
"Mar 18, 2022",Employment & Social Development,Technology,373
"Mar 18, 2022","Education, Skills & Competecies",Business Services,53
"Mar 18, 2022",Climate Change & Resilience,Technology,312
"Mar 18, 2022",Pollution,Technology,73
"Mar 18, 2022",Natural Capital Use and Managment,Diversified,266
"Mar 18, 2022",Demographics,Automotive,156
"Mar 18, 2022",Urbanization and Smart Cities,Media,79
"Mar 18, 2022",COVID-nineteen,Restaurants,385
"Mar 19, 2022",Public Health,Telecommunications,226
"Mar 19, 2022",Environment,Tobacco,189
"Mar 19, 2022",Equitable Access to Environmental Goods,Automotive,263
"Mar 19, 2022",Social Welfare,Electronics,257
"Mar 19, 2022",Politics and Global Governance,Business Services,491
"Mar 19, 2022","Economy, Trade and Investment",Automotive,431
"Mar 19, 2022","Digital Governance, Privacy and Technology",Financial Services,367
"Mar 19, 2022",Media and Public Opinion,FMCG,214
"Mar 19, 2022",Inclusive Development and Human Rights,Electronics,380
"Mar 19, 2022",Employment & Social Development,Financial Services,403
"Mar 19, 2022","Education, Skills & Competecies",Automotive,171
"Mar 19, 2022",Climate Change & Resilience,Beverages,212
"Mar 19, 2022",Pollution,Technology,131
"Mar 19, 2022",Natural Capital Use and Managment,Business Services,368
"Mar 19, 2022",Demographics,Technology,214
"Mar 19, 2022",Urbanization and Smart Cities,Technology,245
"Mar 19, 2022",COVID-nineteen,Diversified,144
"Mar 20, 2022",Public Health,Automotive,67
"Mar 20, 2022",Environment,Media,261
"Mar 20, 2022",Equitable Access to Environmental Goods,Restaurants,189
"Mar 20, 2022",Social Welfare,Telecommunications,280
"Mar 20, 2022",Politics and Global Governance,Tobacco,202
"Mar 20, 2022","Economy, Trade and Investment",Automotive,438
"Mar 20, 2022","Digital Governance, Privacy and Technology",Electronics,286
"Mar 20, 2022",Media and Public Opinion,Business Services,56
"Mar 20, 2022",Inclusive Development and Human Rights,Automotive,420
"Mar 20, 2022",Employment & Social Development,Financial Services,217
"Mar 20, 2022","Education, Skills & Competecies",FMCG,70
"Mar 20, 2022",Climate Change & Resilience,Electronics,246
"Mar 20, 2022",Pollution,Financial Services,484
"Mar 20, 2022",Natural Capital Use and Managment,Automotive,419
"Mar 20, 2022",Demographics,Beverages,65
"Mar 20, 2022",Urbanization and Smart Cities,Technology,418
"Mar 20, 2022",COVID-nineteen,Business Services,441
"Mar 21, 2022",Public Health,Technology,172
"Mar 21, 2022",Environment,Technology,191
"Mar 21, 2022",Equitable Access to Environmental Goods,Diversified,215
"Mar 21, 2022",Social Welfare,Automotive,254
"Mar 21, 2022",Politics and Global Governance,Media,43
"Mar 21, 2022","Economy, Trade and Investment",Restaurants,491
"Mar 21, 2022","Digital Governance, Privacy and Technology",Telecommunications,106
"Mar 21, 2022",Media and Public Opinion,Tobacco,411
"Mar 21, 2022",Inclusive Development and Human Rights,Automotive,351
"Mar 21, 2022",Employment & Social Development,Electronics,321
"Mar 21, 2022","Education, Skills & Competecies",Business Services,191
"Mar 21, 2022",Climate Change & Resilience,Automotive,481
"Mar 21, 2022",Pollution,Financial Services,211
"Mar 21, 2022",Natural Capital Use and Managment,FMCG,343
"Mar 21, 2022",Demographics,Electronics,52
"Mar 21, 2022",Urbanization and Smart Cities,Financial Services,259
"Mar 21, 2022",COVID-nineteen,Automotive,40
"Mar 22, 2022",Public Health,Beverages,152
"Mar 22, 2022",Environment,Technology,370
"Mar 22, 2022",Equitable Access to Environmental Goods,Business Services,138
"Mar 22, 2022",Social Welfare,Technology,487
"Mar 22, 2022",Politics and Global Governance,Technology,232
"Mar 22, 2022","Economy, Trade and Investment",Diversified,38
"Mar 22, 2022","Digital Governance, Privacy and Technology",Automotive,121
"Mar 22, 2022",Media and Public Opinion,Media,100
"Mar 22, 2022",Inclusive Development and Human Rights,Restaurants,459
"Mar 22, 2022",Employment & Social Development,Telecommunications,88
"Mar 22, 2022","Education, Skills & Competecies",Tobacco,354
"Mar 22, 2022",Climate Change & Resilience,Automotive,324
"Mar 22, 2022",Pollution,Electronics,299
"Mar 22, 2022",Natural Capital Use and Managment,Business Services,185
"Mar 22, 2022",Demographics,Automotive,56
"Mar 22, 2022",Urbanization and Smart Cities,Financial Services,311
"Mar 22, 2022",COVID-nineteen,FMCG,351
"Mar 23, 2022",Public Health,Electronics,272
"Mar 23, 2022",Environment,Financial Services,414
"Mar 23, 2022",Equitable Access to Environmental Goods,Automotive,268
"Mar 23, 2022",Social Welfare,Beverages,356
"Mar 23, 2022",Politics and Global Governance,Technology,344
"Mar 23, 2022","Economy, Trade and Investment",Business Services,334
"Mar 23, 2022","Digital Governance, Privacy and Technology",Technology,347
"Mar 23, 2022",Media and Public Opinion,Technology,111
"Mar 23, 2022",Inclusive Development and Human Rights,Diversified,28
"Mar 23, 2022",Employment & Social Development,Automotive,314
"Mar 23, 2022","Education, Skills & Competecies",Media,211
"Mar 23, 2022",Climate Change & Resilience,Restaurants,247
"Mar 23, 2022",Pollution,Telecommunications,351
"Mar 23, 2022",Natural Capital Use and Managment,Tobacco,463
"Mar 23, 2022",Demographics,Automotive,230
"Mar 23, 2022",Urbanization and Smart Cities,Electronics,480
"Mar 23, 2022",COVID-nineteen,Business Services,245
"Mar 24, 2022",Public Health,Automotive,149
"Mar 24, 2022",Environment,Financial Services,465
"Mar 24, 2022",Equitable Access to Environmental Goods,FMCG,245
"Mar 24, 2022",Social Welfare,Electronics,361
"Mar 24, 2022",Politics and Global Governance,Financial Services,28
"Mar 24, 2022","Economy, Trade and Investment",Automotive,154
"Mar 24, 2022","Digital Governance, Privacy and Technology",Beverages,410
"Mar 24, 2022",Media and Public Opinion,Technology,271
"Mar 24, 2022",Inclusive Development and Human Rights,Business Services,209
"Mar 24, 2022",Employment & Social Development,Technology,82
"Mar 24, 2022","Education, Skills & Competecies",Technology,443
"Mar 24, 2022",Climate Change & Resilience,Diversified,149
"Mar 24, 2022",Pollution,Automotive,243
"Mar 24, 2022",Natural Capital Use and Managment,Media,121
"Mar 24, 2022",Demographics,Restaurants,281
"Mar 24, 2022",Urbanization and Smart Cities,Telecommunications,292
"Mar 24, 2022",COVID-nineteen,Tobacco,488
"Mar 25, 2022",Public Health,Automotive,359
"Mar 25, 2022",Environment,Electronics,177
"Mar 25, 2022",Equitable Access to Environmental Goods,Business Services,194
"Mar 25, 2022",Social Welfare,Automotive,397
"Mar 25, 2022",Politics and Global Governance,Financial Services,460
"Mar 25, 2022","Economy, Trade and Investment",FMCG,335
"Mar 25, 2022","Digital Governance, Privacy and Technology",Electronics,63
"Mar 25, 2022",Media and Public Opinion,Financial Services,340
"Mar 25, 2022",Inclusive Development and Human Rights,Automotive,499
"Mar 25, 2022",Employment & Social Development,Beverages,41
"Mar 25, 2022","Education, Skills & Competecies",Technology,298
"Mar 25, 2022",Climate Change & Resilience,Business Services,345
"Mar 25, 2022",Pollution,Technology,79
"Mar 25, 2022",Natural Capital Use and Managment,Technology,93
"Mar 25, 2022",Demographics,Diversified,104
"Mar 25, 2022",Urbanization and Smart Cities,Automotive,127
"Mar 25, 2022",COVID-nineteen,Media,344
"Mar 26, 2022",Public Health,Restaurants,63
"Mar 26, 2022",Environment,Telecommunications,249
"Mar 26, 2022",Equitable Access to Environmental Goods,Tobacco,107
"Mar 26, 2022",Social Welfare,Automotive,479
"Mar 26, 2022",Politics and Global Governance,Electronics,328
"Mar 26, 2022","Economy, Trade and Investment",Business Services,110
"Mar 26, 2022","Digital Governance, Privacy and Technology",Automotive,60
"Mar 26, 2022",Media and Public Opinion,Financial Services,258
"Mar 26, 2022",Inclusive Development and Human Rights,FMCG,235
"Mar 26, 2022",Employment & Social Development,Electronics,447
"Mar 26, 2022","Education, Skills & Competecies",Financial Services,276
"Mar 26, 2022",Climate Change & Resilience,Automotive,133
"Mar 26, 2022",Pollution,Beverages,117
"Mar 26, 2022",Natural Capital Use and Managment,Technology,451
"Mar 26, 2022",Demographics,Business Services,229
"Mar 26, 2022",Urbanization and Smart Cities,Technology,361
"Mar 26, 2022",COVID-nineteen,Technology,76
"Mar 27, 2022",Public Health,Diversified,22
"Mar 27, 2022",Environment,Automotive,296
"Mar 27, 2022",Equitable Access to Environmental Goods,Media,479
"Mar 27, 2022",Social Welfare,Restaurants,400
"Mar 27, 2022",Politics and Global Governance,Telecommunications,298
"Mar 27, 2022","Economy, Trade and Investment",Tobacco,171
"Mar 27, 2022","Digital Governance, Privacy and Technology",Automotive,476
"Mar 27, 2022",Media and Public Opinion,Electronics,288
"Mar 27, 2022",Inclusive Development and Human Rights,Business Services,222
"Mar 27, 2022",Employment & Social Development,Automotive,491
"Mar 27, 2022","Education, Skills & Competecies",Financial Services,186
"Mar 27, 2022",Climate Change & Resilience,FMCG,84
"Mar 27, 2022",Pollution,Electronics,422
"Mar 27, 2022",Natural Capital Use and Managment,Financial Services,270
"Mar 27, 2022",Demographics,Automotive,337
"Mar 27, 2022",Urbanization and Smart Cities,Beverages,73
"Mar 27, 2022",COVID-nineteen,Technology,263
"Mar 28, 2022",Public Health,Business Services,326
"Mar 28, 2022",Environment,Technology,154
"Mar 28, 2022",Equitable Access to Environmental Goods,Technology,210
"Mar 28, 2022",Social Welfare,Diversified,113
"Mar 28, 2022",Politics and Global Governance,Automotive,220
"Mar 28, 2022","Economy, Trade and Investment",Media,240
"Mar 28, 2022","Digital Governance, Privacy and Technology",Restaurants,147
"Mar 28, 2022",Media and Public Opinion,Telecommunications,390
"Mar 28, 2022",Inclusive Development and Human Rights,Tobacco,466
"Mar 28, 2022",Employment & Social Development,Automotive,471
"Mar 28, 2022","Education, Skills & Competecies",Electronics,45
"Mar 28, 2022",Climate Change & Resilience,Business Services,362
"Mar 28, 2022",Pollution,Automotive,453
"Mar 28, 2022",Natural Capital Use and Managment,Financial Services,466
"Mar 28, 2022",Demographics,FMCG,426
"Mar 28, 2022",Urbanization and Smart Cities,Electronics,72
"Mar 28, 2022",COVID-nineteen,Financial Services,401
"Mar 29, 2022",Public Health,Automotive,493
"Mar 29, 2022",Environment,Beverages,386
"Mar 29, 2022",Equitable Access to Environmental Goods,Technology,82
"Mar 29, 2022",Social Welfare,Business Services,73
"Mar 29, 2022",Politics and Global Governance,Technology,384
"Mar 29, 2022","Economy, Trade and Investment",Technology,282
"Mar 29, 2022","Digital Governance, Privacy and Technology",Diversified,49
"Mar 29, 2022",Media and Public Opinion,Automotive,389
"Mar 29, 2022",Inclusive Development and Human Rights,Media,336
"Mar 29, 2022",Employment & Social Development,Restaurants,112
"Mar 29, 2022","Education, Skills & Competecies",Telecommunications,187
"Mar 29, 2022",Climate Change & Resilience,Tobacco,338
"Mar 29, 2022",Pollution,Automotive,135
"Mar 29, 2022",Natural Capital Use and Managment,Electronics,192
"Mar 29, 2022",Demographics,Business Services,254
